"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_1Cd9WNrEde8gV9N",7,7,7,7,99,"alex","non-diagnostic","ND2",19,2,"student",7,2,7,1.09847142607668
"R_2VfO5tJr8onwRTW",7,6,5,7,85,"alex","non-diagnostic","ND2",21,2,"student",7,5,6.25,0.157361233358337
"R_1pWPBYe39axAg17",6,5,5,6,88,"alex","non-diagnostic","ND2",22,2,"student",7,5,5.5,-0.14491923257474
"R_1gkHo0LtS2YZk0K",7,6,2,6,89,"alex","non-diagnostic","ND2",19,2,"student",2,2,5.25,-0.245679387885766
"R_2wzOrSP1KGL4hOC",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",7,2,7,1.13604964529934
"R_1laDcySdHrymTKF",7,4,5,6,52,"alex","non-diagnostic","ND2",19,1,"student",7,2,5.5,-1.49773512459059
"R_1Nfcv1tCenz3YJc",7,7,7,7,93,"alex","non-diagnostic","ND2",32,2,"student",7,5,7,0.873002110740702
"R_1OiTAMuRpC3xXlC",7,7,7,7,100,"alex","non-diagnostic","ND2",45,1,"student",5,2,7,1.13604964529934
"R_3LkknW6bpbPTWoi",7,6,6,7,90,"alex","non-diagnostic","ND2",24,1,"student",1,5,6.5,0.483590704005338
"R_w1Y5JlwRyJzLssx",7,7,5,7,96,"alex","non-diagnostic","ND2",20,1,"student",1,2,6.5,0.709060019341313
"R_3lYnZr5BcWBT8wk",6,6,4,4,67,"alex","non-diagnostic","ND2",51,1,"student",7,2,5,-1.21073858531803
"R_2YMsHMK02FZayyE",7,7,7,7,89,"alex","non-diagnostic","ND2",31,2,"student",7,5,7,0.722689233850052
"R_3VN4mnsuvV4lisF",7,7,5,5,91,"alex","non-diagnostic","ND2",56,2,"student",2,5,6,0.244492174160624
"R_2wU0FYfXsuLERVc",5,5,5,5,65,"alex","non-diagnostic","ND2",27,2,"student",7,5,5,-1.28589502376336
"R_2xFxq2azZzDjvOc",7,7,7,7,92,"alex","non-diagnostic","ND2",22,2,"student",7,2,7,0.835423891518039
"R_1HhIJke1oz0JlhS",7,7,7,7,85,"alex","non-diagnostic","ND2",54,2,"student",2,5,7,0.572376356959401
"R_5pcNGbmB7sHurHr",6,7,6,7,85,"alex","non-diagnostic","ND2",29,2,"student",2,2,6.5,0.295699607892025
"R_XEWdlylUzYSs5LX",6,6,4,7,87,"alex","non-diagnostic","ND2",28,1,"student",7,5,5.75,-0.0441590772637145
"R_6PTK9Yeq2tV29AR",7,7,7,7,100,"alex","non-diagnostic","ND2",22,1,"student",7,5,7,1.13604964529934
"R_2rD4VPcc9kyrT0p",7,7,7,7,100,"alex","non-diagnostic","ND2",21,2,"student",7,2,7,1.13604964529934
"R_6JS3kR4N5cEEKGd",7,7,7,7,100,"alex","non-diagnostic","ND2",21,2,"student",7,2,7,1.13604964529934
"R_3ozqZY79F8MqloQ",7,7,7,7,99,"alex","non-diagnostic","ND2",19,1,"student",7,2,7,1.09847142607668
"R_3J5e6n3qvjiOzHf",7,7,5,7,73,"alex","non-diagnostic","ND2",19,2,"student",7,2,6.5,-0.155239022779926
"R_1JUCB3DxJ143sQt",7,7,7,6,93,"alex","non-diagnostic","ND2",20,2,"student",7,5,6.75,0.734663736207014
"R_9FyMAvGtSgfILBL",7,7,6,7,86,"alex","non-diagnostic","ND2",20,2,"student",7,2,6.75,0.471616201648376
"R_3ER85IGDqKf5ODm",7,7,7,7,93,"alex","non-diagnostic","ND2",19,2,"student",5,5,7,0.873002110740702
"R_115vCYbwZ0Y8TiC",6,6,4,6,71,"alex","non-diagnostic","ND2",19,2,"student",5,2,5.5,-0.783748959360003
"R_1n28gL9PnBVQKEd",7,7,7,7,100,"alex","non-diagnostic","ND2",18,2,"student",7,2,7,1.13604964529934
"R_yHKPXqPJ1d0sZC9",6,6,6,7,86,"alex","non-diagnostic","ND2",19,4,"student",7,2,6.25,0.194939452580999
"R_3fE2gavxIQx7SUN",7,7,7,7,100,"alex","non-diagnostic","ND2",20,1,"student",7,2,7,1.13604964529934
"R_1lgGf2DGVwrpOaK",7,7,6,7,90,"alex","non-diagnostic","ND2",22,3,"student",7,5,6.75,0.621929078539026
"R_1r8G3Ayo6EWkpi8",7,6,7,7,94,"alex","non-diagnostic","ND2",19,2,"student",7,2,6.75,0.772241955429676
"R_s6SHWxsy7khYS4N",7,7,7,6,90,"alex","non-diagnostic","ND2",21,2,"student",1,2,6.75,0.621929078539026
"R_1j95yG48ftWpIU7",7,7,7,7,97,"alex","non-diagnostic","ND2",22,1,"student",2,2,7,1.02331498763135
"R_21d2EWjB8uZVjQw",7,7,7,7,100,"alex","non-diagnostic","ND2",27,1,"student",1,5,7,1.13604964529934
"R_3nuCD0LdfoOmtw0",6,6,2,7,90,"alex","non-diagnostic","ND2",20,2,"student",7,2,5.25,-0.208101168663103
"R_1CmwgqeRuEBMdJr",6,7,6,7,85,"alex","non-diagnostic","ND2",23,2,"student",7,5,6.5,0.295699607892025
"R_3n0oZQo5XbLwwpY",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",6,5,7,1.13604964529934
"R_1DUodMhXekjXElB",7,7,7,7,99,"alex","non-diagnostic","ND2",19,2,"student",7,2,7,1.09847142607668
"R_2wvIHKZFZp68kGZ",6,6,6,6,87,"alex","non-diagnostic","ND2",22,1,"student",7,2,6,0.0941792972699737
"R_29iwJVv7KqLL7UO",7,1,1,1,88,"alex","non-diagnostic","ND2",19,2,"student",7,2,2.5,-1.804979726979
"R_3rDqYhXBtOHJP7H",7,7,7,7,100,"alex","non-diagnostic","ND2",22,2,"student",7,5,7,1.13604964529934
"R_9NxU5O08jsTIjsd",7,7,7,7,92,"alex","non-diagnostic","ND2",20,2,"student",5,5,7,0.835423891518039
"R_41mkrkjeE9lTH1f",6,6,2,6,91,"alex","non-diagnostic","ND2",23,1,"student",7,2,5,-0.308861323974129
"R_2dutJO2tNVmNLzu",7,7,4,6,100,"alex","non-diagnostic","ND2",25,1,"student",7,2,6,0.582696147164587
"R_1NeHbs5sLmS78s6",7,7,7,7,100,"alex","non-diagnostic","ND2",18,2,"student",5,5,7,1.13604964529934
"R_2EjmEltIIzpATx3",7,7,7,7,100,"alex","non-diagnostic","ND2",38,2,"student",7,2,7,1.13604964529934
"R_3RxaihGpvXCJHo4",7,7,7,7,100,"alex","non-diagnostic","ND2",20,1,"student",7,2,7,1.13604964529934
"R_1KdbreXTfweXPgh",7,7,6,6,90,"alex","non-diagnostic","ND2",26,2,"student",7,5,6.5,0.483590704005338
"R_2AZmhoe0rPEF3kC",6,6,6,6,90,"alex","non-diagnostic","ND2",52,2,"student",7,5,6,0.206913954937961
"R_3HBtM8Qin0EcMs9",7,7,7,7,90,"alex","non-diagnostic","ND2",24,2,"student",2,2,7,0.760267453072714
"R_2OGDX3oPgsCWoro",6,7,7,7,90,"alex","non-diagnostic","ND2",18,2,"student",7,2,6.75,0.621929078539026
"R_37qiyDPH0TmogF3",7,7,7,7,100,"alex","non-diagnostic","ND2",22,1,"student",3,2,7,1.13604964529934
"R_1k0MklkhGC4woLe",7,7,7,7,95,"alex","non-diagnostic","ND2",51,5,"student",7,5,7,0.948158549186027
"R_3s5Kp63FyvbeKPf",7,7,5,7,100,"alex","non-diagnostic","ND2",21,1,"student",7,2,6.5,0.859372896231963
"R_3GoJPNOuT024qx0",7,7,6,7,100,"alex","non-diagnostic","ND2",29,2,"student",1,2,6.75,0.997711270765651
"R_2QKhpuipl5YAoSs",7,7,7,7,77,"alex","non-diagnostic","ND2",21,2,"student",7,2,7,0.271750603178101
"R_2VLbn5ud8qjTHJv",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",7,2,7,1.13604964529934
"R_3RsyOFX2NzT72Ub",6,7,4,6,90,"alex","non-diagnostic","ND2",24,2,"student",7,2,5.75,0.0685755804042731
"R_22mhD0Kz9k9D4zC",5,6,6,7,81,"alex","non-diagnostic","ND2",36,2,"student",7,5,6,-0.131290018066002
"R_300oggzYqGGQKdG",4,3,5,6,29,"alex","non-diagnostic","ND2",21,5,"student",7,2,4.5,-2.91538766484658
"R_W0CxQdW7Ky3cXF7",7,7,6,7,100,"alex","non-diagnostic","ND2",21,2,"student",7,2,6.75,0.997711270765651
"R_27WLFb65J7u7Zjx",7,7,7,7,90,"alex","non-diagnostic","ND2",32,2,"student",7,5,7,0.760267453072714
"R_2QAhGJ14eIVU14o",6,6,4,7,90,"alex","non-diagnostic","ND2",21,1,"student",1,5,5.75,0.0685755804042731
"R_3qZNULov5BNcPjG",7,7,7,7,92,"alex","non-diagnostic","ND2",28,2,"student",2,2,7,0.835423891518039
"R_3p3C8UJZR0yDLl7",6,7,6,7,95,"alex","non-diagnostic","ND2",21,2,"student",7,5,6.5,0.67148180011865
"R_3kAm9Cfpsttps9s",7,6,7,7,92,"alex","non-diagnostic","ND2",48,2,"student",5,2,6.75,0.697085516984351
"R_BDIQs6AgPR2PTgd",7,7,7,7,100,"alex","non-diagnostic","ND2",19,2,"student",7,2,7,1.13604964529934
"R_1g0hXHBjHHAeQjB",7,7,5,7,96,"alex","non-diagnostic","ND2",37,1,"student",5,2,6.5,0.709060019341313
"R_2CDsYuEk4SWi1L5",6,7,6,7,96,"alex","non-diagnostic","ND2",21,2,"student",5,2,6.5,0.709060019341313
"R_3Jr2td7FhbktE28",6,6,6,6,91,"alex","non-diagnostic","ND2",19,1,"student",7,5,6,0.244492174160624
"R_22ERSDeZWmYZ8eM",7,7,7,7,91,"alex","non-diagnostic","ND2",23,2,"student",7,5,7,0.797845672295377
"R_3HOMoFzi8TehjfQ",7,7,7,7,100,"alex","non-diagnostic","ND2",22,2,"student",7,2,7,1.13604964529934
"R_2Ysa52R6MKsUIA3",7,7,7,7,100,"alex","non-diagnostic","ND2",19,2,"student",7,5,7,1.13604964529934
"R_XYcjZe6VEGlzkM9",6,6,5,6,75,"alex","non-diagnostic","ND2",22,2,"student",7,2,5.75,-0.495097707935665
"R_2SidANRZ2HZGxJF",7,7,7,7,86,"alex","non-diagnostic","ND2",19,1,"student",7,2,7,0.609954576182064
"R_10IMPU83y773OT8",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",5,2,7,1.13604964529934
"R_dmvayWsCRtxlk0p",7,7,7,7,97,"alex","non-diagnostic","ND2",22,2,"student",7,2,7,1.02331498763135
"R_DhMtQpaqFDQnVM5",7,7,7,7,97,"alex","non-diagnostic","ND2",38,1,"student",5,2,7,1.02331498763135
"R_5bSCsYbkvcBg4GB",7,7,7,7,100,"alex","non-diagnostic","ND2",23,2,"student",7,5,7,1.13604964529934
"R_3k1im4uHG8GNj58",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",2,5,7,1.13604964529934
"R_2V2U9rLez29dUn4",6,7,4,5,75,"alex","non-diagnostic","ND2",20,1,"student",7,5,5.5,-0.633436082469353
"R_1DokquMlOYvUKmV",7,7,6,7,100,"alex","non-diagnostic","ND2",22,2,"student",7,2,6.75,0.997711270765651
"R_wYQyGd57n2jqeEF",7,7,7,7,83,"alex","non-diagnostic","ND2",20,2,"student",1,5,7,0.497219918514076
"R_1CC99Nf0LY2nqhO",6,6,4,6,84,"alex","non-diagnostic","ND2",42,1,"student",7,2,5.5,-0.29523210946539
"R_25XxPHKOo9NTJVy",5,5,5,5,74,"alex","non-diagnostic","ND2",20,1,"student",7,2,5,-0.947691050759392
"R_2rHLcUToejc6pmh",7,7,7,7,94,"alex","non-diagnostic","ND2",20,2,"student",7,2,7,0.910580329963364
"R_R9XVs5S1eM3Zg3L",7,7,7,7,100,"alex","non-diagnostic","ND2",18,1,"student",5,2,7,1.13604964529934
"R_sTfiaJDSxPOLV4d",7,7,7,7,87,"alex","non-diagnostic","ND2",21,2,"student",7,5,7,0.647532795404727
"R_2R7UdB4N2T36bw2",7,7,7,7,100,"alex","non-diagnostic","ND2",21,2,"student",6,5,7,1.13604964529934
"R_1plJPeTCRssL2nh",7,7,7,7,100,"alex","non-diagnostic","ND2",36,2,"student",5,5,7,1.13604964529934
"R_1hQiowW00hM4Cgg",7,6,6,7,81,"alex","non-diagnostic","ND2",21,2,"student",2,2,6.5,0.145386731001375
"R_2Y4BhutgUIkA2yp",7,7,7,6,82,"alex","non-diagnostic","ND2",21,2,"student",7,2,6.75,0.321303324757725
"R_1f9Ia2toVTmDmH6",7,7,7,7,100,"alex","non-diagnostic","ND2",33,1,"student",2,2,7,1.13604964529934
"R_3shK4UFgHdDeZgq",6,6,5,5,75,"alex","non-diagnostic","ND2",20,2,"student",7,5,5.5,-0.633436082469353
"R_2zoLhmJJ2alwktA",7,7,1,6,100,"alex","non-diagnostic","ND2",57,2,"student",5,5,5.25,0.167681023563522
"R_1IhNcQCfPce5mAq",7,7,7,7,97,"alex","non-diagnostic","ND2",23,2,"student",7,2,7,1.02331498763135
"R_1mOc6dsCxaiLawP",6,7,7,7,99,"alex","non-diagnostic","ND2",23,2,"student",7,2,6.75,0.960133051542989
"R_3HOeEkQXIGiw19p",5,5,5,5,80,"alex","non-diagnostic","ND2",22,2,"student",7,5,5,-0.722221735423417
"R_1n1MkupxN1CpZvS",7,7,7,7,100,"alex","non-diagnostic","ND2",21,2,"student",7,2,7,1.13604964529934
"R_qw4BPrtuKZJieBz",7,7,7,7,100,"alex","non-diagnostic","ND2",21,2,"student",7,5,7,1.13604964529934
"R_2DXCzoUByDPbV3l",7,6,5,6,83,"alex","non-diagnostic","ND2",22,2,"student",7,5,6,-0.0561335796206765
"R_2tKVakOn8Xu6oc6",7,7,7,7,100,"alex","non-diagnostic","ND2",51,2,"student",7,2,7,1.13604964529934
"R_2ZDkizZWugZsC26",6,6,5,5,80,"alex","non-diagnostic","ND2",46,2,"student",7,2,5.5,-0.445544986356041
"R_1jK6vF2lqRYk1s4",7,7,7,7,87,"alex","non-diagnostic","ND2",35,2,"student",7,5,7,0.647532795404727
"R_3nfrEgS6QdnhFZO",5,5,4,4,69,"alex","non-diagnostic","ND2",22,2,"student",7,5,4.5,-1.41225889594008
"R_10wlW0iacweyD64",7,7,6,6,88,"alex","non-diagnostic","ND2",25,2,"student",2,2,6.5,0.408434265560013
"R_2QiGs8tpR8as6dL",7,6,7,7,85,"alex","non-diagnostic","ND2",27,2,"student",7,2,6.75,0.434037982425713
"R_2bHpogC1zl1E64a",7,7,7,7,100,"alex","non-diagnostic","ND2",19,2,"student",7,2,7,1.13604964529934
"R_1rokluiFfwFbGVU",7,7,7,7,80,"alex","non-diagnostic","ND2",30,2,"student",2,5,7,0.384485260846089
"R_2UbCGNlSB7bJ1ce",7,7,6,6,92,"alex","non-diagnostic","ND2",31,2,"student",7,2,6.5,0.558747142450663
"R_31EOMo3tSEjM4sP",7,7,7,7,84,"alex","non-diagnostic","ND2",37,2,"student",2,2,7,0.534798137736739
"R_2Pjo53jhRsYpk7T",7,7,7,7,100,"alex","non-diagnostic","ND2",43,2,"student",7,2,7,1.13604964529934
"R_8wsSyht741JywIF",7,7,7,7,95,"alex","non-diagnostic","ND2",28,2,"student",2,2,7,0.948158549186027
"R_25ZKKsCLx3ofQB1",7,7,6,7,75,"alex","non-diagnostic","ND2",49,2,"student",7,5,6.75,0.0582557901990877
"R_1Ffe6CDQWow1Ga6",7,7,7,7,100,"alex","non-diagnostic","ND2",18,2,"student",7,5,7,1.13604964529934
"R_2thbBUYPVsYuUrN",7,6,7,7,90,"alex","non-diagnostic","ND2",20,1,"student",7,2,6.75,0.621929078539026
"R_1d0Qvn0PdwUd975",6,6,5,6,70,"alex","non-diagnostic","ND2",27,1,"student",7,2,5.75,-0.682988804048978
"R_31vpeZidtYDLJV9",7,7,7,7,100,"alex","non-diagnostic","ND2",18,1,"student",2,2,7,1.13604964529934
"R_22tvTJn1vAnv5BD",7,7,6,7,100,"alex","non-diagnostic","ND2",19,1,"student",5,2,6.75,0.997711270765651
"R_bvnEsGNyjVm7HoJ",5,5,4,5,50,"alex","non-diagnostic","ND2",43,2,"student",7,2,4.75,-1.98790668663698
"R_3R1QbET3wPYTu6Y",7,1,1,1,98,"alex","non-diagnostic","ND2",55,2,"student",7,5,2.5,-1.42919753475237
"R_3NX9RLGwfn95hmB",6,6,5,6,92,"alex","non-diagnostic","ND2",21,2,"student",7,2,5.75,0.143732018849598
"R_3lDHWxGTukxhhH5",5,5,7,3,75,"alex","non-diagnostic","ND2",33,1,"student",7,5,5,-0.91011283153673
"R_yvC377YScgtjKal",6,7,7,7,92,"alex","non-diagnostic","ND2",20,1,"student",7,5,6.75,0.697085516984351
"R_2rCTRxDh7u8RO32",7,7,7,7,81,"alex","non-diagnostic","ND2",20,2,"student",2,5,7,0.422063480068751
"R_20SSEDpytZ6sSn0",7,7,7,7,99,"alex","non-diagnostic","ND2",21,1,"student",6,2,7,1.09847142607668
"R_1rlxB5HxXOuK6rJ",4,4,4,4,50,"alex","non-diagnostic","ND2",31,3,"student",7,5,4,-2.40292181023805
"R_3R4VEpdIu1HpVVs",6,6,4,6,90,"alex","non-diagnostic","ND2",34,1,"student",7,5,5.5,-0.069762794129415
"R_3PaGkI1KYUJnfCi",7,7,7,7,100,"alex","non-diagnostic","ND2",20,2,"student",7,5,7,1.13604964529934
"R_2QopjstuhZl9EgM",5,4,5,4,60,"alex","non-diagnostic","ND2",22,1,"student",7,2,4.5,-1.75046286894404
"R_2DY2JbsvkmsxiiY",7,7,6,7,85,"alex","non-diagnostic","ND2",19,2,"student",7,2,6.75,0.434037982425713
"R_ZxUJrEbWnGFLRct",7,7,5,6,89,"alex","non-diagnostic","ND2",18,2,"student",4,5,6.25,0.307674110248987
"R_2ci2lEzLJe9bSAB",7,7,7,7,100,"alex","non-diagnostic","ND2",21,1,"student",7,2,7,1.13604964529934
"R_wWPePI1yysSkkKZ",7,5,7,7,80,"alex","non-diagnostic","ND2",19,2,"student",7,5,6.5,0.107808511778712
"R_325SwMuLwIDPjCO",4,4,4,4,50,"alex","non-diagnostic","ND2",33,1,"MTurk",7,2,4,-2.40292181023805
"R_tY8qodZmoaJCZJT",4,6,5,6,71,"alex","non-diagnostic","ND2",29,1,"MTurk",7,1,5.25,-0.922087333893691
"R_2tthawW0rf2ZbE1",5,4,7,1,52,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,4.25,-2.18942699725903
"R_2ZERpeVSkeqRLzA",7,7,7,7,90,"alex","non-diagnostic","ND2",35,1,"MTurk",7,2,7,0.760267453072714
"R_6Ru6GJHazofvTsl",7,7,7,7,90,"alex","non-diagnostic","ND2",28,1,"MTurk",7,2,7,0.760267453072714
"R_2v376TRgyrNlgya",6,6,5,7,72,"alex","non-diagnostic","ND2",30,2,"MTurk",7,1,6,-0.469493991069964
"R_3ilsYTwKLYtjRdf",5,5,5,5,64,"alex","non-diagnostic","ND2",26,1,"MTurk",7,2,5,-1.32347324298602
"R_3NwXewSFfeSTRrs",7,7,7,7,100,"alex","non-diagnostic","ND2",41,2,"MTurk",7,2,7,1.13604964529934
"R_3GlInHZAksDPIYH",6,6,6,6,85,"alex","non-diagnostic","ND2",62,1,"MTurk",7,2,6,0.0190228588246486
"R_2wnLfWjbKgkusVc",4,4,4,4,75,"alex","non-diagnostic","ND2",33,2,"MTurk",7,2,4,-1.46346632967148
"R_1Kj4zMcCWOmG01c",5,6,7,7,59,"alex","non-diagnostic","ND2",23,2,"MTurk",7,2,6.25,-0.819672466430889
"R_1Cskl487D55mF0h",2,3,1,5,71,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,2.75,-2.30547107923057
"R_3npYfJQ96AvCzMC",6,5,4,5,65,"alex","non-diagnostic","ND2",24,1,"MTurk",7,2,5,-1.28589502376336
"R_3XlwB7KgpRAwk9j",7,7,5,7,92,"alex","non-diagnostic","ND2",37,2,"MTurk",7,5,6.5,0.558747142450663
"R_1P0PDohdAeGeiN8",7,6,5,6,63,"alex","non-diagnostic","ND2",30,2,"MTurk",7,2,6,-0.807697964073927
"R_2y7NlkMlgZx2d9T",7,7,7,7,100,"alex","non-diagnostic","ND2",30,1,"MTurk",7,2,7,1.13604964529934
"R_C1PlDorsJgntTMJ",5,7,5,6,81,"alex","non-diagnostic","ND2",52,1,"MTurk",7,2,5.75,-0.26962839259969
"R_7VXjy9bpm1UsqPL",1,3,4,3,47,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,2.75,-3.20734834057447
"R_1ODiHSm2n7DEMMG",7,7,6,6,77,"alex","non-diagnostic","ND2",27,1,"MTurk",7,2,6.5,-0.00492614588927536
"R_1PduhWON30aUOJ6",6,2,6,5,72,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,4.75,-1.16118586373841
"R_247V4FomOKdTJ4e",7,6,7,7,81,"alex","non-diagnostic","ND2",30,1,"MTurk",7,2,6.75,0.283725105535063
"R_3O1c8IEp6LzkG80",2,7,7,1,50,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,4.25,-2.26458343570436
"R_3paPB3dQTRhx8zX",6,5,6,7,42,"alex","non-diagnostic","ND2",48,2,"MTurk",7,1,6,-1.59684056774984
"R_5BwOk68rDAr6nsd",4,4,5,5,60,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,4.5,-1.75046286894404
"R_3qI3gtOTyTp6hfr",7,6,5,6,86,"alex","non-diagnostic","ND2",36,1,"MTurk",7,2,6,0.0566010780473111
"R_1eE42pbLTdos48w",7,7,7,7,100,"alex","non-diagnostic","ND2",51,1,"MTurk",7,2,7,1.13604964529934
"R_paPkzqwyWMWo4Bb",7,6,5,6,70,"alex","non-diagnostic","ND2",36,1,"MTurk",7,2,6,-0.54465042951529
"R_2P5wBaI4hYMEyvF",7,7,6,6,94,"alex","non-diagnostic","ND2",26,1,"MTurk",7,2,6.5,0.633903580895988
"R_1IYSD0Uf1KddN17",4,5,5,6,80,"alex","non-diagnostic","ND2",26,1,"MTurk",7,2,5,-0.722221735423417
"R_vqPQe9L5ufhjYkh",6,7,6,7,90,"alex","non-diagnostic","ND2",30,2,"MTurk",7,2,6.5,0.483590704005338
"R_1EcGCvNPQ1dofKB",5,3,2,3,80,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,3.25,-1.69059035715923
"R_wMdHu7lS8shgNQ5",6,5,5,6,66,"alex","non-diagnostic","ND2",40,1,"MTurk",7,2,5.5,-0.971640055473316
"R_2ymFFjRfX1CY7Kl",6,6,6,6,84,"alex","non-diagnostic","ND2",74,1,"MTurk",7,2,6,-0.0185553603980139
"R_2E0NXpUEIxDlusK",4,1,5,6,51,"alex","non-diagnostic","ND2",25,1,"MTurk",7,2,4,-2.36534359101538
"R_2q8yHW3HW856mg0",6,4,6,5,68,"alex","non-diagnostic","ND2",36,1,"MTurk",2,2,5.25,-1.03482199156168
"R_33j5VVJL1oIxOx1",4,6,5,4,76,"alex","non-diagnostic","ND2",62,2,"MTurk",7,1,4.75,-1.01087298684776
"R_2s7iQzQE4HrBioF",6,7,6,7,74,"alex","non-diagnostic","ND2",32,1,"MTurk",7,2,6.5,-0.117660803557263
"R_3e9NomkCoSIeuyk",7,6,7,7,82,"alex","non-diagnostic","ND2",35,1,"MTurk",7,2,6.75,0.321303324757725
"R_2aOHanOmysw92Cq",6,7,6,6,70,"alex","non-diagnostic","ND2",29,1,"MTurk",7,2,6.25,-0.406312054981601
"R_2trpAiUYtqf1wM6",6,7,7,6,80,"alex","non-diagnostic","ND2",30,1,"MTurk",7,2,6.5,0.107808511778712
"R_27m5bLTXJALh8RB",6,6,6,6,91,"alex","non-diagnostic","ND2",29,1,"MTurk",7,2,6,0.244492174160624
"R_3hhxPIFNsuAnjv0",7,6,7,6,77,"alex","non-diagnostic","ND2",35,1,"MTurk",7,2,6.5,-0.00492614588927536
"R_1Q5XmpEeQwNQJG8",3,6,4,6,73,"alex","non-diagnostic","ND2",39,2,"MTurk",7,5,4.75,-1.12360764451574
"R_2TGjDbHcx1GGRhf",6,7,5,7,86,"alex","non-diagnostic","ND2",46,2,"MTurk",7,5,6.25,0.194939452580999
"R_2TtyiE1xUVqxMXJ",6,4,5,5,64,"alex","non-diagnostic","ND2",57,1,"MTurk",7,2,5,-1.32347324298602
"R_1M8p5VRcq875Xfr",6,5,7,7,87,"alex","non-diagnostic","ND2",34,1,"MTurk",7,5,6.25,0.232517671803662
"R_24Mk4WJSj1JLzgd",6,3,2,3,86,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,3.5,-1.32678266728957
"R_3J9siQhmixStjIg",6,2,3,3,88,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,3.5,-1.25162622884425
"R_2wM6N7ENbyT3ZSG",3,4,4,3,78,"alex","non-diagnostic","ND2",29,1,"MTurk",7,1,3.5,-1.62740842107087
"R_3fw8YVqONl48UIn",6,7,6,6,83,"alex","non-diagnostic","ND2",63,2,"MTurk",7,2,6.25,0.0822047949130117
"R_25sW4AZ6mOFYBTv",6,4,6,4,56,"alex","non-diagnostic","ND2",34,1,"MTurk",7,2,5,-1.62409899676732
"R_1gU9w7r9988IOtC",5,4,5,3,29,"alex","non-diagnostic","ND2",36,2,"MTurk",7,5,4.25,-3.05372603938027
"R_3JdXuQ7VZWC5dzj",7,7,7,7,96,"alex","non-diagnostic","ND2",41,2,"MTurk",7,2,7,0.985736768408689
"R_3dRnfDGMRhg9YVl",6,4,5,6,62,"alex","non-diagnostic","ND2",41,2,"MTurk",7,2,5.25,-1.26029130689765
"R_TaNHWqiZ4LN9DCV",6,7,5,6,92,"alex","non-diagnostic","ND2",58,1,"MTurk",7,1,6,0.282070393383286
"R_22tyWVZ48g6sEqK",5,2,3,2,84,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,3,-1.67861585480227
"R_2P7G6nZVoOfEyrR",4,3,3,3,86,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,3.25,-1.46512104182326
"R_6GapSrLiXo9GbCh",5,7,5,5,81,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,5.5,-0.407966767133378
"R_1qXwKh3s32crldQ",6,7,6,7,48,"alex","non-diagnostic","ND2",30,1,"MTurk",7,3,6.5,-1.09469450334649
"R_2sRowUKAA8FqgkJ",5,7,6,7,70,"alex","non-diagnostic","ND2",26,1,"MTurk",1,5,6.25,-0.406312054981601
"R_1if9YMMGFM31KtW",6,6,7,6,100,"alex","non-diagnostic","ND2",48,2,"MTurk",7,3,6.25,0.721034521698275
"R_yPheV3uP89SOg01",3,5,4,5,74,"alex","non-diagnostic","ND2",21,2,"MTurk",2,2,4.25,-1.36270617436046
"R_2ykgOQkJGpv2eel",4,6,6,6,91,"alex","non-diagnostic","ND2",38,1,"MTurk",7,2,5.5,-0.0321845749067525
"R_2Xaj9t8Ettceg2n",4,6,5,6,87,"alex","non-diagnostic","ND2",53,1,"MTurk",7,5,5.25,-0.320835826331091
"R_2YVUkh547lOFDsK",6,6,7,7,95,"alex","non-diagnostic","ND2",34,2,"MTurk",7,2,6.5,0.67148180011865
"R_Q4yejGqjoxqJPNL",7,6,7,6,85,"alex","non-diagnostic","ND2",31,1,"MTurk",1,5,6.5,0.295699607892025
"R_1P5Cu9oZT8joqy4",4,4,4,4,50,"alex","non-diagnostic","ND2",53,1,"MTurk",7,2,4,-2.40292181023805
"R_25zIbwQYBZzVU9p",5,7,6,7,80,"alex","non-diagnostic","ND2",41,2,"MTurk",7,2,6.25,-0.0305298627549759
"R_24j8DMe8paMCo1b",6,5,5,6,100,"alex","non-diagnostic","ND2",62,2,"MTurk",7,2,5.5,0.30601939809721
"R_1BKIPrSpWsy5xip",7,7,6,7,99,"alex","non-diagnostic","ND2",33,1,"MTurk",7,2,6.75,0.960133051542989
